#### p(f|chinese)/p(f|english)
0.147516 |-LRB-
1.23966 (NP)(PRN)(SBAR)|NP
1.23966 (NP)(RBR)(CC)(RBR)|ADVP
1.23966 (NP)(,)(RRC)(,)(PP)|NP
1.23966 (NP)(SBAR)|FRAG
1.23966 (NP)(SBAR)(,)(NP)|NP
1.23966 (NP)(SBAR)(PP)|NP
1.23966 (NP)(,)(S)(CC)(NP)|NP
1.23966 (NP)(:)(S)(.)|FRAG
1.23966 (NP)(,)(S)(.)|NP
1.23966 (NP)(S)|NP
1.23966 (NP-TMP)(,)(NP)(ADVP)(VP)(.)|S
1.23966 ('')(NP-TMP)|VP
1.23966 (NP)|VP
1.23966 (NP)(``)(VP)(,)(SBAR)|NP
1.23966 (NP)(WHADJP)|FRAG
1.23966 (PDT)(DT)(JJ)(NNS)|NP
1.23966 (PDT)(DT)(NN)(NN)|NP
1.23966 (PP)(,)(ADVP)(NP)(VP)(.)|S
1.23966 (PP)(,)(CC)(ADVP)(PP)|PP
1.23966 (PP)(,)(CC)(SBAR)|UCP
1.23966 (PP)(CONJP)(PP)|PP
1.23966 (PP)(NP-TMP)(PP)(VP)(.)|S
1.23966 (PP)(NP)(VP)(.)(.)|S
1.23966 (PP)(NP)(VP)(S)(.)|S
1.23966 (PP)(,)(PP)(NP)(VP)(.)|S
1.23966 (PP)(PRN)(NP)(SBAR)(,)(NP)(VP)(.)|S
1.23966 (PP)(,)(SBAR)(,)(S)(CC)(S)(.)|S
1.23966 (PP)(,)(S)(,)(CC)(ADVP)(.)|S
1.23966 (PP)(,)(S)(FRAG)(.)|S
1.23966 (PP)(,)(S)(,)(S)(CC)(S)(.)|S
1.23966 (PP)(VP)(NP)(.)|S
1.23966 (PP)(VP)(NP)(.)|SINV
1.23966 (PP)(,)(VP)(.)|S
1.23966 (PP)(,)(WHNP)(SQ)(.)|SBARQ
1.23966 (PRP$)(ADJP)(JJ)(NN)|NP
1.23966 (PRP$)(ADJP)(NN)|NP
1.23966 (PRP$)(JJ)(NN)(NNS)|NP
1.23966 (PRP$)(JJS)|NP
1.23966 (PRP$)(JJ)(VBG)(NN)|NP
1.23966 (PRP$)(NN)(CC)(JJ)(NN)|NP
1.23966 (PRP$)(NN)(CC)(JJ)(NNS)(NN)|NP
1.23966 (PRP$)(NNP)|NP
1.23966 (PRP$)(NN)(POS)|NP
1.23966 (PRP)(NNPS)|NP
1.23966 (PRP$)(NNS)(,)(NNS)(CC)(NNS)|NP
1.23966 (PRP$)(QP)|NP
1.23966 (QP)(JJ)(NN)(SBAR)|NP
1.23966 (QP)(JJ)(NNS)|NP
1.23966 (RB)(ADJP)|PP
1.23966 (RB)(ADJP)|VP
1.23966 (RB)(ADVP)|PP
1.23966 (RB)(ADVP)(SINV)(,)(CC)(S)(.)|S
1.23966 (RB)(CD)(CD)|QP
1.23966 (RB)(CD)|NP
1.23966 (RB)(DT)(ADJP)(NN)|NP
1.23966 (RB)(DT)(JJS)|NP
1.23966 (RB)(DT)(NN)|NP-TMP
1.23966 (RB)(DT)|NP
1.23966 (RB)(IN)(SBAR)|PP
1.23966 (RB)(JJR)(S)|ADJP
1.23966 (RB)(NP)|PP
1.23966 (RB)(NP)|SQ
1.23966 (RB)(PDT)(DT)(NN)|NP
1.23966 (RB)(PP)(,)(CONJP)(PP)|PP
1.23966 (RB)(PP)|FRAG
1.23966 (RB)(RB)(NN)|NP
1.23966 (RB)(RB)(PP)(,)(CONJP)(PP)|PP
1.23966 (RB)(RB)(RBR)(CC)(RBR)|ADVP
1.23966 (RB)(RBR)(PP)|ADVP
1.23966 (RBR)(DT)(NN)|NP-TMP
1.23966 (RB)(SBAR)(,)(WHADVP)(SQ)(.)|SBARQ
1.23966 (RB)(S)(,)(CC)(S)(.)|S
1.23966 (RBS)(JJ)(CC)(JJ)|ADJP
1.23966 (RB)(VBN)(PP)(SBAR)|ADJP
1.23966 (RB)(WP)|WHADJP
1.23966 (RP)(ADVP)(PP)|ADVP
1.23966 (S)(,)(ADVP)(S)(,)(S)|S
1.23966 (SBAR)(,)(ADVP)(,)(NP)(VP)|S
1.23966 (SBAR)(,)(CC)(ADVP)|UCP
1.23966 (SBAR)(,)(NP)(``)(VP)(.)|S
1.23966 (SBARQ)|FRAG
1.23966 (SBARQ)|SBAR
1.23966 (SBAR)(,)(S)(,)(NP)(VP)(.)|S
1.23966 (SBAR)(,)(S)(,)(S)(CC)(S)(.)|S
1.23966 (SBAR)(,)(WHADVP)(RB)(VP)(.)|FRAG
1.23966 (SBAR)(,)(WHNP)(SQ)(.)|SBARQ
1.23966 (SBAR)(,)(X)(NP)(VP)(.)|S
1.23966 (S)(CC)(,)(S)(.)|S
1.23966 (S)(,)(NP)(,)(S)(VP)(.)|S
1.23966 (S)(NP)(VP)|S
1.23966 (S)(,)(S)(.)|S
1.23966 (S)(,)(S)(,)(S)(,)(CC)(S)(.)|S
1.23966 (S)(,)(S)(,)(S)(.)|S
1.23966 (S)(,)(WHNP)(SQ)(.)|SBARQ
1.23966 (TO)(NP)(PP)|PP
1.23966 (UCP)(JJ)(NNS)|NP
1.23966 (UCP)(,)(NP)(VP)|S
1.23966 (UCP)|S
1.23966 (VB)(ADJP)(ADVP)(,)(ADVP)|VP
1.23966 (VB)(ADJP)(ADVP)(PP)|VP
1.23966 (VB)(ADJP)(NP-TMP)(S)|VP
1.23966 (VB)(ADVP)(NP)(ADVP)|VP
1.23966 (VB)(ADVP)(,)(SBAR)|VP
1.23966 (VB)(CC)(VB)(NP)(S)|VP
1.23966 (VBD)(NP)(NP)(S)|VP
1.23966 (VBD)(NP)(NP-TMP)|VP
1.23966 (VBD)(NP)(PP)(NP-TMP)|VP
1.23966 (VBD)(NP)(PP)(,)(SBAR)|VP
1.23966 (VBD)(NP)(,)(PP)(,)(S)|VP
1.23966 (VBD)(NP)(,)(PP)|VP
1.23966 (VBD)(NP)(PRT)(ADVP)|VP
1.23966 (VBD)(NP)(PRT)|VP
1.23966 (VBD)(PP)(,)(ADVP)|VP
1.23966 (VBD)(PP)(PP)(,)(PP)|VP
1.23966 (VBD)(,)(SBAR)|VP
1.23966 (VBD)(S)(,)(PP)(SBAR)|VP
1.23966 (VB)(DT)|NP
1.23966 (VBG)(CC)(VBG)(ADVP)|VP
1.23966 (VBG)(NN)(CC)(NN)(NN)|NP
1.23966 (VBG)(NP)(,)(ADVP)(PP)|VP
1.23966 (VBG)(NP)(,)(ADVP)|VP
1.23966 (VBG)(NP)(PRT)(PP)(,)(NP)|VP
1.23966 (``)(VBG)(NP)|VP
1.23966 (VBG)(PP)(NP)|VP
1.23966 (VBG)(,)(PP)|VP
1.23966 (VBG)(PRT)(PP)(,)(SBAR)|VP
1.23966 (VBG)(PRT)(PP)(SBAR)|VP
1.23966 (VBG)(,)(SBAR)|VP
1.23966 (VBG)(UCP)|VP
1.23966 (VBN)(ADVP)(PP)(,)(SBAR)|VP
1.23966 (VBN)(CONJP)(VBN)|VP
1.23966 (VBN)(NP)(NP-TMP)|VP
1.23966 (VBN)(NP)(PP)(PP)(,)(PP)|VP
1.23966 (VBN)(NP-TMP)(PP)|VP
1.23966 (VB)(NP)(CC)(RB)|VP
1.23966 (VB)(NP)(NP)(SBAR)|VP
1.23966 (VB)(NP)(PP)(,)(PP)(,)(SBAR)|VP
1.23966 (VB)(NP)(PP)(S)(,)(ADVP)|VP
1.23966 (VB)(NP)(PP)(,)(S)(,)(S)|VP
1.23966 (VB)(NP)(,)(PP)(,)(S)|VP
1.23966 (VB)(NP)(,)(PP)|VP
1.23966 (VB)(NP)(PRN)(SBAR)|VP
1.23966 (VBN)(,)(PP)|VP
1.23966 (VBN)(PRT)(NP)(PP)|VP
1.23966 (VB)(,)(NP)|VP
1.23966 (VBN)(S)(,)(S)|VP
1.23966 (VBP)(ADJP)(,)(CC)(VBP)(NP)(S)|VP
1.23966 (VBP)(ADVP)(NP)(,)(SBAR)|VP
1.23966 (VBP)(ADVP)(PP)(,)(ADJP)|VP
1.23966 (VBP)(ADVP)(,)(PP)|VP
1.23966 (VBP)(NP)(ADVP)(SBAR)|VP
1.23966 (VBP)(NP)(,)(ADVP)|VP
1.23966 (VBP)(NP)(FRAG)|VP
1.23966 (VBP)(NP)(NP-TMP)(PP)|VP
1.23966 (VBP)(NP)(NP-TMP)(,)(SBAR)|VP
1.23966 (VBP)(NP)(NP-TMP)(VP)|VP
1.23966 (VBP)(NP)(PP)(,)(S)|VP
1.23966 (VBP)(PP)(,)(PP)|VP
1.23966 (VBP)(PP)(PRN)(S)|VP
1.23966 (VB)(,)(PP)(PP)|VP
1.23966 (VBP)(PP)(,)(SBAR)|VP
1.23966 (VBP)(PP)(,)(S)(,)(S)|VP
1.23966 (VBP)(PP)(,)(S)|VP
1.23966 (VBP)(PRN)(PP)(,)(ADVP)|VP
1.23966 (VBP)(PRT)(PP)(,)(SBAR)|VP
1.23966 (VBP)(RB)(ADJP)(PP)|VP
1.23966 (VBP)(RB)(ADJP)(SBAR)|VP
1.23966 (VBP)(RB)(NP)(ADVP)|VP
1.23966 (VB)(PRN)(CC)(VB)(NP)|VP
1.23966 (VB)(PRT)(NP)(,)(PRN)|VP
1.23966 (VB)(PRT)(PP)(NP-TMP)|VP
1.23966 (VB)(PRT)(PP)(S)|VP
1.23966 (VB)(PRT)(,)(SBAR)|VP
1.23966 (VBP)(S)(ADVP)|VP
1.23966 (VBP)(S)(:)(SBAR)|VP
1.23966 (VB)(SBAR)(,)(S)|VP
1.23966 (``)(VB)(VB)(NP)(PP)|VP
1.23966 (VBZ)(ADJP)(NP)|VP
1.23966 (VBZ)(ADJP)(S)(,)(PP)|VP
1.23966 (``)(VBZ)(ADJP)|VP
1.23966 (VBZ)(ADVP)(ADJP)(,)(PP)|VP
1.23966 (VBZ)(ADVP)(NP)(PP)|VP
1.23966 (VBZ)(ADVP)(PP)(ADVP)|VP
1.23966 (VBZ)(NP)(ADVP)(PP)|VP
1.23966 (VBZ)(NP)(ADVP)(S)|VP
1.23966 (VBZ)(NP)(FRAG)|VP
1.23966 (VBZ)(NP)(NP)(NP)(.)|SQ
1.23966 (VBZ)(NP)(PP)(ADVP)|VP
1.23966 (VBZ)(NP-TMP)|VP
1.23966 (VBZ)(PP)(ADJP)|VP
1.23966 (VBZ)(PP)(,)(PP)|VP
1.23966 (VBZ)(PRT)|VP
1.23966 (VBZ)(RB)(ADJP)(,)(ADVP)(RB)(ADJP)|VP
1.23966 (VBZ)(RB)(ADVP)(S)|VP
1.23966 (VBZ)(RB)(NP)(,)(PP)|VP
1.23966 (VBZ)(RB)(NP)(PP)|VP
1.23966 (VBZ)(RB)(PP)|VP
1.23966 (VBZ)(SQ)|VP
1.23966 (VBZ)(S)(,)(S)|VP
1.23966 (VP)(ADVP)|VP
1.23966 (VP)(CC)(ADVP)(VP)(NP)|VP
1.23966 (VP)(CC)(VP)(,)(NP)|VP
1.23966 (VP)(CC)(VP)(,)(VP)(CC)(VP)|VP
1.23966 (VP)|FRAG
1.23966 (VP)(,)(S)|VP
1.23966 (WHADJP)(SQ)(.)|SBARQ
1.23966 (WHADVP)(JJ)|ADJP
1.23966 (WHADVP)(S)(.)|SBARQ
1.23966 (WHNP)(NNS)|WHNP
1.23966 (WHNP)(SINV)|SBAR
1.23966 (WHNP)(S)(.)|SBARQ
1.23966 (WP$)(NP)|WHNP
1.23966 (WP)(RB)|FRAG
1.23966 (WRB)(.)|FRAG
1.24946 (ADVP)(,)(NP)(VP)(.)|S
1.2702 (RB)(JJ)(S)|ADJP
1.28096 (ADJP)(NN)|NP
1.28407 (DT)(JJ)(NN)(NNS)|NP
1.28407 (S)(,)(NP)(VP)|S
1.28407 (VBP)(ADJP)(SBAR)|VP
1.28407 (X)(S)|SBAR
1.29078 (MD)(VP)|VP
1.29134 (NP)(NP)|S
1.30401 |,
1.30759 (ADVP)(VBG)|VP
1.30759 (CC)(,)(NP)(VP)(.)|S
1.30759 (CC)(VP)(.)|S
1.30759 (CD)(CC)(CD)(NNS)|NP
1.30759 (CONJP)(PP)(CC)(PP)|PP
1.30759 (CONJP)(VP)(,)(CC)(VP)|VP
1.30759 (DT)(JJ)(NN)(CC)(NN)|NP
1.30759 (JJ)(CC)(JJ)(S)|ADJP
1.30759 (JJ)(NN)|ADJP
1.30759 (NN)(CD)|NP
1.30759 (NP)(ADJP)(.)|NP
1.30759 (NP)(CC)(RB)|FRAG
1.30759 (NP)(,)(SBAR)(,)(NP)(VP)(.)|S
1.30759 (NP)(``)(VP)|S
1.30759 (QP)|NP
1.30759 (RB)(NP)|VP
1.30759 (RB)(WRB)|WHADVP
1.30759 (RP)(PP)|PP
1.30759 (S)(CC)(ADVP)(S)(.)|S
1.30759 (S)|PRN
1.30759 (S)(,)(RB)(S)(.)|S
1.30759 (VB)(NN)|NP
1.30759 (VB)(PRT)(NP)(SBAR)|VP
1.30759 (VBZ)(,)(SBAR)|VP
1.30759 (WHADJP)(S)|SBAR
1.30759 (WP$)(S)|SBAR
1.31224 (VB)(NP)|VP
1.32693 (RB)(RB)|NP
1.32693 (RBR)(RB)|ADVP
1.32693 (SBAR)(,)(NP)(ADVP)(VP)(.)|S
1.33304 (RBR)(JJ)|ADJP
1.33696 (MD)(NP)(VP)|SQ
1.33923 (VBP)(ADJP)|VP
1.3431 (DT)(JJ)(NN)(S)|NP
1.34724 (CD)(NN)|NP
1.36139 (ADVP)(JJ)|ADJP
1.36139 (ADVP)(MD)(VP)|VP
1.36139 (DT)(ADJP)(NN)(NN)|NP
1.36139 (JJR)(NN)(S)|NP
1.36139 (NN)(RB)|NP
1.36139 (NNS)(NN)|NP
1.36139 (NP)(,)(RB)(NP)|NP
1.36139 (NP)(RBR)|ADVP
1.36139 (PP)|FRAG
1.36139 (RB)(JJ)(CC)(JJ)|ADJP
1.36139 (RB)(VP)(.)|S
1.36139 (S)(,)(CC)(S)|S
1.36139 (SINV)|SBAR
1.36139 (VBN)(NN)|NP
1.36139 (VBP)(ADVP)(SBAR)|VP
1.36139 (VBP)(NP)(,)(SBAR)|VP
1.36139 (WP$)(NN)|WHNP
1.36466 (ADVP)(IN)(NP)|PP
1.36538 (RB)(IN)(NP)|PP
1.36625 (ADJP)(NNS)|NP
1.38938 (NNS)(S)|NP
1.39507 (CC)(SBAR)(,)(NP)(VP)(.)|S
1.39507 (VBP)(ADVP)(ADJP)|VP
1.39507 (VBP)(ADVP)(S)|VP
1.39526 (NP)(,)(NP)|NP
1.40505 (NP)(PP)(,)(PP)|NP
1.40505 (PRP$)(NN)(CC)(NN)|NP
1.40505 (VB)(UCP)|VP
1.40632 (S)(,)(CC)(S)(.)|S
1.40707 (VBP)(NP)(PP)|VP
1.41297 (VBZ)(ADJP)|VP
1.414 (VBN)(SBAR)|VP
1.42259 (ADVP)(,)(VP)(VP)(.)|S
1.42259 (IN)|ADVP
1.43348 (JJ)(PP)|ADJP
1.44119 (RB)|ADJP
1.45119 (VB)(SBAR)|VP
1.46377 (VB)(NP)(ADVP)|VP
1.46639 (VBZ)(RB)(ADJP)|VP
1.4716 (ADJP)(SBAR)|ADJP
1.4716 (IN)(DT)|ADVP
1.4716 |WP$
1.47244 (NP)(ADVP)(VP)|S
1.47933 (ADJP)(NNS)(NN)|NP
1.47933 (ADJP)(S)(.)|FRAG
1.47933 (ADVP)(ADVP)(NP)(VP)|S
1.47933 (ADVP)(WHADVP)(S)|SBAR
1.47933 (CC)(S)(,)(NP)(VP)(.)|S
1.47933 (CONJP)(VP)(CC)(VP)|VP
1.47933 (DT)(JJR)(NNS)|NP
1.47933 (DT)(NNPS)|NP
1.47933 (DT)(RBS)(JJ)(NNS)|NP
1.47933 (INTJ)(VP)|S
1.47933 (JJ)(POS)|NP
1.47933 (JJR)(IN)(CD)|QP
1.47933 (NNP)(CC)(NNP)|NP
1.47933 (NP)(CC)(PP)|UCP
1.47933 (NP)(,)(NP)(CC)(ADVP)|UCP
1.47933 (NP)(,)(S)(VP)(.)|S
1.47933 (NP-TMP)(,)(NP)(VP)(.)|S
1.47933 (PDT)(DT)(NNS)(SBAR)|NP
1.47933 (PP)(,)(NP)(ADVP)(VP)|S
1.47933 (RB)($)(CD)|QP
1.47933 (RB)(DT)|ADJP
1.47933 (RB)|NP-TMP
1.47933 (RB)(PDT)(DT)(NNS)|NP
1.47933 (RB)(RB)|CONJP
1.47933 (RB)(RB)(IN)(NP)|PP
1.47933 (RB)(RB)(JJ)(PP)|ADJP
1.47933 (RB)(VBN)|VP
1.47933 (,)(SINV)|PRN
1.47933 (,)(S)|PRN
1.47933 (VBD)(ADJP)(ADVP)|VP
1.47933 (VBG)(NP)(PRT)|VP
1.47933 (VBP)(NP)(ADVP)(,)(SBAR)|VP
1.47933 (VBP)(NP)(NP-TMP)|VP
1.47933 (VBP)(PRT)(SBAR)|VP
1.47933 (VBP)(PRT)|VP
1.47933 (VB)(PRT)(NP)(S)|VP
1.47933 (VBZ)(ADJP)(S)(,)(SBAR)|VP
1.47933 (VBZ)(RB)(ADJP)(,)(ADVP)|VP
1.47933 (VBZ)(RB)(ADJP)(ADVP)|VP
1.47933 (VP)(CC)(ADVP)(ADJP)|UCP
1.47933 (WHADVP)(FRAG)|SBAR
1.47933 (WRB)(JJ)|WHNP
1.47933 |X
1.47933 (X)(VP)(.)|FRAG
1.49754 (VP)(,)(VP)|VP
1.5146 (PRP$)(NN)|NP
1.51943 (ADJP)(JJ)(NNS)|NP
1.51943 (CC)(NP)(VP)|S
1.51943 (DT)(NNP)(NNP)|NP
1.51943 (DT)(NNS)(RB)|NP
1.51943 (IN)(SBAR)(,)(NP)(VP)(.)|S
1.51943 (NP)(,)(ADVP)|NP
1.51943 (NP)(NP)(.)|NP
1.51943 (NP)(,)(PP)(,)(NP)(VP)(.)|S
1.51943 (PP)(,)(RB)(PP)|PP
1.51943 (PRP)(NNS)|NP
1.51943 (RBR)|ADJP
1.51943 (RB)(S)(VP)(.)|S
1.51943 (SBAR)(VP)|S
1.51943 (S)(,)(IN)(S)(.)|S
1.51943 (S)(,)(NP)(ADVP)(VP)(.)|S
1.51943 (VBD)(NP)(VP)|SQ
1.51943 (VB)(NP)(NP-TMP)|VP
1.51943 (VB)(NP)(PP)(ADVP)|VP
1.51943 (VB)(NP)(,)(SBAR)|VP
1.51943 (VBP)(UCP)|VP
1.51943 (VP)(,)(RB)(VP)|VP
1.51943 (WRB)(ADJP)|WHADVP
1.52058 (WP)|WHNP
1.53344 |WP
1.53946 (NP)(PP)(S)|NP
1.55119 (CONJP)(PP)(CONJP)(PP)|PP
1.55119 (IN)(ADVP)|PP
1.55119 (JJ)(PP)(S)|ADJP
1.55119 (RB)(NP)(VP)(.)|S
1.55119 (VB)(ADJP)(ADVP)|VP
1.55119 (VBZ)(ADJP)(,)(SBAR)|VP
1.55119 (WRB)(RB)|WHADVP
1.55197 (VBP)(SBAR)|VP
1.55663 (MD)(RB)(ADVP)(VP)|VP
1.56965 (PRP$)(NN)(NN)|NP
1.57697 (ADVP)(PRN)(NP)(VP)(.)|S
1.57697 (PDT)(DT)(JJ)(NN)|NP
1.57697 (VBP)(NP)(ADVP)|VP
1.58367 (RBR)|ADVP
1.58544 (ADJP)(CC)(ADJP)|ADJP
1.58675 |PRP
1.59872 (PRP)|NP
1.60866 (RB)(JJ)|CONJP
1.60866 (RBS)(JJ)|ADJP
1.61382 |RBR
1.6448 (IN)(FRAG)|SBAR
1.6448 (VBN)(PP)|ADJP
1.66345 |RBS
1.66647 (NP)(CONJP)(NP)|NP
1.67545 (DT)(JJS)(NN)|NP
1.68348 (IN)(PP)|PP
1.68348 (VBP)(ADVP)(NP)|VP
1.68694 (S)|SBAR
1.69068 (VBZ)(RB)(NP)|VP
1.69534 (VBP)|VP
1.71899 |$
1.71899 (ADVP)(VBZ)(NP)(PP)|VP
1.71899 (DT)(NN)|ADVP
1.71899 (DT)(PP)|ADVP
1.71899 (JJ)(DT)(NN)|NP
1.71899 (JJR)(SBAR)|ADJP
1.71899 (MD)(PP)|VP
1.71899 (PRP)(CC)(NNS)|NP
1.71899 (RB)(WHNP)(SQ)(.)|SBARQ
1.71899 (VB)|INTJ
1.73127 (DT)(NN)(SBAR)|ADVP
1.73127 (VB)(RB)(VP)|VP
1.73127 (X)(NP)|FRAG
1.741 (DT)(NNS)(NN)(NN)|NP
1.741 (NP)(X)|NP
1.741 (VB)(NP)(PRT)(PP)|VP
1.74889 (VBZ)(ADJP)(PP)|VP
1.74889 (VBZ)(RB)(ADJP)(S)|VP
1.76562 (VBG)(NN)|NP
1.78151 (VBP)(PP)(SBAR)|VP
1.79206 (JJR)(NN)|NP
1.85707 |JJR
1.87675 (VBZ)(ADJP)(SBAR)|VP
1.88613 (VBP)(ADVP)|VP
1.89006 (SBAR)(VP)(.)|S
1.89453 (VB)(PP)(ADVP)|VP
1.90559 (JJR)(CC)(JJR)|ADJP
1.91255 (RB)(RB)(SBAR)|ADVP
1.93081 (CC)(PP)(,)(NP)(VP)(.)|S
1.93081 (VB)(PP)(,)(SBAR)|VP
1.94312 (VB)(NP)(FRAG)|VP
1.95866 (CC)(NP)(ADVP)(VP)(.)|S
1.95866 (JJ)(NN)|NP-TMP
1.95866 (VBZ)(PRT)(NP)|VP
1.99386 (JJ)|NP
2.02389 (VBD)(SBAR)|VP
2.0369 (NP)(,)(SBAR)|NP
2.07561 (PP)(,)(NP)(VP)|S
2.12061 (VBG)(PP)|PP
2.12522 (JJR)|NP
2.15496 (MD)(NP)(VP)|SINV
2.15496 (NNS)(NN)(NN)|NP
2.15496 (PP)(PRN)(NP)(VP)(.)|S
2.15496 (RBR)(CC)(RBR)|ADVP
2.18307 (PP)(,)(NP)(VP)(.)|S
2.19148 (VBZ)(ADJP)(S)|VP
2.29918 (S)(,)(NP)(VP)(.)|S
2.3668 (PP)(.)|FRAG
2.43436 (SBAR)(,)(NP)(VP)|S
2.43496 |SYM
2.51456 (SBAR)(,)(NP)(VP)(.)|S
2.54103 (DT)|ADVP
2.57864 (DT)(RBR)|ADVP
2.64824 (ADVP)(VBN)(PP)|VP
2.66381 (RB)|NP
2.67765 (X)(NP)|X
2.70136 |PDT
2.70815 (SYM)|X
2.76481 (,)(S)(,)|PRN
2.81504 (IN)(NP)(VP)(.)|S
3.02224 (CC)(RB)|CONJP
3.20757 (JJS)|NP
3.50314 (CC)(NP)(VP)(.)|S
4.01656 (JJR)|ADJP
6.06333 (PDT)(DT)(NNS)|NP
