#### p(f|japanese)/p(f|english)
1.02759 (()(()()(()(())))((())((())(()(()(()(())))))))
1.02759 (()(()()(()(())))((())((())(())(()(())))))
1.02759 (()(()()(()(())))(()(((())(()(())))(()()(()(()()))))))
1.02759 (()(()()(()(())))(()((()())(()((()(())))))))
1.02759 (()(()()(()(())))(()((()())(()(()()((()(()(())))))))))
1.02759 (()(()()(()(())))(()((()())(()(())))))
1.02759 (()(()()(()(())))(()((())(()((()((())()(()(()()())))))))))
1.02759 (()(()()(()(())))(()((())(()((()())(()(()())))))))
1.02759 (()(()()(()(())))(()((())(()((())(()((()(()(()()))))))))))
1.02759 (()(()()(()(())))(()((())(()(()((()(()(()(()))(()(()()))))))))))
1.02759 (()(()()(()(())))(()(()())))
1.02759 (()(()()(()(())))(()(())))
1.02759 (()(()()(()()(()()))))
1.02759 (()(()()(()())(()((()())(((()()(()(())))))))))
1.02759 (()(()()(()())()()))
1.02759 (()(()()(()())()))
1.02759 (()(()()(()()))()(())(()(()())((()(()(())(()(()))))))())
1.02759 (()(()()(())(()((()(()(()()))))))())
1.02759 (()(()()(())(()(()(()())))))
1.02759 (()(()()(())()((())((())(()((()(()(((()(()(()()()())))))))))))))
1.02759 (()(()()(())()(())))
1.02759 (()(()()(()))()(()()())(()(()))())
1.02759 (()(()()()(((()(()(()()())(()(()))))()(()(()(())))))))
1.02759 (()(()()()(((()(()(()())))()(()(()(())(()(()()))))))))
1.02759 (()(()()()(((()(()(())(()((()())(()(()))))))()(()(()((()())((())(()((()(()(()())))))))))))))
1.02759 (()(()()()((()((()(()((()())(()((())(()(())))))))()(()((()())(()(())))))))))
1.02759 (()(()()()((()((()(()))()(()(())(()(()()))))))))
1.02759 (()(()()()((()((())()(())((()(()))))))))
1.02759 (()(()()()((()(()((()(()(()(()))))))))))
1.02759 (()(()()()((()(()((()(()(())))))))))
1.02759 (()(()()()((()(()((()()())()))))))
1.02759 (()(()()()((()(()((()())(()(()()()))))))))
1.02759 (()(()()()((()(()((()())(()(()))))))))
1.02759 (()(()()()((()(()((())(()((()())(()((()())((())((()()(()))))))))))))))
1.02759 (()(()()()((()(()((())(()((()())()(()())))))))))
1.02759 (()(()()()((()(()((())(()(()))))))))
1.02759 (()(()()()((()(()(()(((())(()(())))(()(()())))))))))
1.02759 (()(()()()((()(()(()((()(()(()(()))(()((()(()())(()(()()))))))))))))))
1.02759 (()(()()()((()(()(()((())(()(()(()))))))))))
1.02759 (()(()()()((()(()(()((()))))))))
1.02759 (()(()()()((()(()(()(()()()())))))))
1.02759 (()(()()()((()(()(()()()())(()))))))
1.02759 (()(()()()((()(()(()())((())(())))))))
1.02759 (()(()()()((()(()(()())(()((())(()(()(()()))))))))))
1.02759 (()(()()()((()(()(()())(()((())(()(())(()())))))))))
1.02759 (()(()()()((()(()(())(()(()()()()()())))))))
1.02759 (()(()()()((()(()(())(()(())))))))
1.02759 (()(()()()((()(())))))
1.02759 (()(()()()((()())((()(()))()(()(()))()(()(()))))))
1.02759 (()(()()()((()())(()((()(())))))))
1.02759 (()(()()()((()())(()(())))((()(()(()(())))))))
1.02759 (()(()()()((())(((()(()(()))))(()(())(()((())((()(()()))()(()((()(()(()()())))))))))))))
1.02759 (()(()()()((())())))
1.02759 (()(()()()(()((()())()((())(()(()())))))))
1.02759 (()(()()()(()((())((())(()(())))))))
1.02759 (()(()()()(()((())(()((()(()(()())))))))))
1.02759 (()(()()()(()((())(()(()((()()())())))))))
1.02759 (()(()()()(()((())(()(()((()())()())))))))
1.02759 (()(()()()(()((())(()(()()))))))
1.02759 (()(()()()(()(()(()(()()))))))
1.02759 (()(()()()(()(()(()()())))(()((())(()(()))))))
1.02759 (()(()()()(()(()()))((())((())(()(()()))))))
1.02759 (()(()()()(()(()))(()())))
1.02759 (()(()()()(()()())((()(()(()())(()(()())))))))
1.02759 (()(()()()(()()())(()((()(()()()))))))
1.02759 (()(()()()(()())((()(()(()()))))))
1.02759 (()(()()()(()())((())((())(()((()(()()()))))))))
1.02759 (()(()()()(()())(()((())(()(()()()()))))))
1.02759 (()(()()()(()())(()(()()()))()(()((())(()(()))))))
1.02759 (()(()()()(()())(()(()()))))
1.02759 (()(()()()(()())(()())))
1.02759 (()(()()()(())((()(()(()))))))
1.02759 (()(()()()(())((()))))
1.02759 (()(()()()(())(()((()(()))))))
1.02759 (()(()()()(())(()((()())(()(()))))))
1.02759 (()(()()()(())(()(()))()(()((())))))
1.02759 (()(()()()(())(()(()))))
1.02759 (()(()()()()((()(()(()(()(()))))))))
1.02759 (()(()()()()((()(()(()())(()(()())))))))
1.02759 (()(()()()()((()(())))))
1.02759 (()(()()()()(()((()())(()(()(()()()())))))))
1.02759 (()(()()()()(()())((())((()(()()))))))
1.02759 (()(()()()()()(())))
1.02759 (()(()()()()()()((()()())()(()(()((()(()()))))))))
1.02759 (()(()()()()()()(()()()())))
1.02759 (()(()()()()()()()()()()()()()()()))
1.02759 (()(()()()()()()()()()()())(()((()())(()(()()))((()(()(()((()(())))))))))())
1.02759 (()(()()()()()()()()())(((())(()))))
1.02759 (()(()()()()()()()())((()())(()((())(()(()(()(()()()()))))))))
1.02759 (()(()()()()()()())(()(()())))
1.02759 (()(()()()()()()())(()))
1.02759 (()(()()()()()())(()((()(((()())(()(())))()((()())(()(()))))))))
1.02759 (()(()()()()()())(()(()(())(()(()(()())))))())
1.02759 (()(()()()()()())(()(()()())))
1.02759 (()(()()()()()())(()(())))
1.02759 (()(()()()()()())(()()(()(()(())))(()))())
1.02759 (()(()()()()()())(()())(()(()())))
1.02759 (()(()()()()()())()(((()(()))()()(()(()(()))))))
1.02759 (()(()()()()())((()(()))))
1.02759 (()(()()()()())((()())(()((())(())))))
1.02759 (()(()()()()())(()((())(()(((()()())(()((()(()(())))))))))))
1.02759 (()(()()()()())(()((())(()(()()()()()())))))
1.02759 (()(()()()()())(()(()(()())(()()((())(()((()())(()(()()))))))))())
1.02759 (()(()()()()())(()(())))
1.02759 (()(()()()()())(()()()))
1.02759 (()(()()()()())(()))
1.02759 (()(()()()()())()((())(()(()))))
1.02759 (()(()()()())((()(()((())((()(()(())))()(()(()(()())(()(()))))))))))
1.02759 (()(()()()())((()(()(())(()))))(()())(()((()(()()()())))))
1.02759 (()(()()()())((()(()(())(())))))
1.02759 (()(()()()())((()()())((())((())(()(()()))))))
1.02759 (()(()()()())((()())(()(()))))
1.02759 (()(()()()())(()((()(()(()()))))))
1.02759 (()(()()()())(()((()(())))))
1.02759 (()(()()()())(()((()()())(()(()))))(()()))
1.02759 (()(()()()())(()((()())(((())(()))))))
1.02759 (()(()()()())(()((()())(()((()((()())()(()()((()())()(()())()()(()()))))))))))
1.02759 (()(()()()())(()((()())()))())
1.02759 (()(()()()())(()((())((())(())))))
1.02759 (()(()()()())(()((())(()((()(())))))))
1.02759 (()(()()()())(()((())(()((())(()(())))))))
1.02759 (()(()()()())(()((())(()(()(()(()(())))))))())
1.02759 (()(()()()())(()((())(()(()(()()()))))))
1.02759 (()(()()()())(()((())(()(())))))
1.02759 (()(()()()())(()((())(()))))
1.02759 (()(()()()())(()(()(()((()(()((()()()(()(()()))))))))))())
1.02759 (()(()()()())(()(()(()))))
1.02759 (()(()()()())(()(()()))(()((())(()((()(())))))))
1.02759 (()(()()()())(()(()()))(()))
1.02759 (()(()()()())(()(())(()))())
1.02759 (()(()()()())(()(()))(()()((()(()(()()))))))
1.02759 (()(()()()())(()()(()(()(()))))())
1.02759 (()(()()()())(()()(()())(()((()())(()(()()))))))
1.02759 (()(()()()())(()())((())(((())(()(()()())))()((())(()(()((())(()((()(()(()()()())(()())()(()(((())(()()(())(()(()(()(()()()))))))()((())(())(()()(()(()()()())))))))))))))))))
1.02759 (()(()()()())(()())()(()(((())(()()(())(()(()(()(()()()))))))()((())(())(()()(()(()()()())))))))
1.02759 (()(()()()())(())()(()((())(()(()(()(()()()())))))))
1.02759 (()(()()()())()((()(()((()()())(((()(()(()(()()()())))))))))))
1.02759 (()(()()()())()((()(()((())(((()())(()(()))(()((()())(()(())))))))))))
1.02759 (()(()()()())()((()(()(())(()(()()))))))
1.02759 (()(()()()())()((())()(())()(())()()(())))
1.02759 (()(()()()())()(()((()()())(()(()())))))
1.02759 (()(()()()())()(()((()())(()()(()(()(()())))))))
1.02759 (()(()()()())()(()(()())))
1.02759 (()(()()()())()(()()((())(())(()()()(())(()(()))))))
1.02759 (()(()()()())()(()))
1.02759 (()(()()()())()()())
1.02759 (()(()()())(((()((()(()()))()(()(()(())))))()(()(()((()())()(()()))))()(()((()(()))()(()((()((()())(()(()()))))()()(())(()))))))))
1.02759 (()(()()())(((()(()(()(()()))))()(()(()(())))()(()(()((())((())(()(()((())()()(())(())))))))))))
1.02759 (()(()()())(((()(()))()(()(()(()))))))
1.02759 (()(()()())(((())((())(()(()(()())))))()((())((())(()(())(()(())))))))
1.02759 (()(()()())(((())((())))(()())((())((()())(()(()()))))))
1.02759 (()(()()())(((())(()(()(()()))))))
1.02759 (()(()()())((()((()(()(()())))()(()(()()))()(()(()(()((()(()))))))))))
1.02759 (()(()()())((()((()(()()()))()(()((()())((())((()(()(())(()(()()))))))))))))
1.02759 (()(()()())((()((())(()()(()(()(()()))))))()(()()((()())()(()(()((())()(()()())())))))()((())())))
1.02759 (()(()()())((()(()((()())(()(()())))))))
1.02759 (()(()()())((()(()((()())()((())(()(()())))())))()(()())))
1.02759 (()(()()())((()(()((())(((())(()(()(()))))))))))
1.02759 (()(()()())((()(()((())((())(()(()(())(())()(()(()))()((()((())()(()())()(())(()))))))))))))
1.02759 (()(()()())((()(()((())(()(()()())))))))
1.02759 (()(()()())((()(()(()((())(())))))))
1.02759 (()(()()())((()(()(()(()(())))))))
1.02759 (()(()()())((()(()(()(()()))(()((()(()))))))))
1.02759 (()(()()())((()(()(()(()()))))))
1.02759 (()(()()())((()(()(()()()))(()(()())))))
1.02759 (()(()()())((()(()(()()())))))
1.02759 (()(()()())((()(()(())(()(()))))))
1.02759 (()(()()())((()(()(())(())))))
1.02759 (()(()()())((()(()(())))))
1.02759 (()(()()())((()(()()()))))
1.02759 (()(()()())((()(()()))()(()())(()(()))))
1.02759 (()(()()())((()(()))()(()(()()))))
1.02759 (()(()()())((()())((())((()(()((()(())))))))))
1.02759 (()(()()())((()())((())(()(()())))))
1.02759 (()(()()())((()())(()((())(()(())(()(()(()()))))))))
1.02759 (()(()()())((()())(()(()()))()((())()((()())((())((()(()(()())))))))))
1.02759 (()(()()())((()())(()(()))(()())(()(()()))))
1.02759 (()(()()())((()())(()(()))(()())(()(()))))
1.02759 (()(()()())((()())()((())(()))))
1.02759 (()(()()())((())((())((())(()(()))))))
1.02759 (()(()()())((())((())(()(()(()(()((())(()(()(()))(()((())(()(()(()()))))))))))))))
1.02759 (()(()()())((())((())(()(()(())(()((()())(((())(()((()())((())((())(()((()(()()())(()(()()))))))))))))))))))
1.02759 (()(()()())((())((())(()(()()())))))
1.02759 (()(()()())((())((())(()(()())(())(()(()))))))
1.02759 (()(()()())((())()(()(()())())))
1.02759 (()(()()())(()(((()(()((()())(()(()())))))()(()((()())((())((()(()))))))))))
1.02759 (()(()()())(()(((()())(()(()()())))(()()(())))))
1.02759 (()(()()())(()(((()())(()(())))(()(()(()((())(()(()(()()))))))))))
1.02759 (()(()()())(()(((()())(()(())))(()(())(()())(()(()()))))))
1.02759 (()(()()())(()(((()())(()(())))()()((()()())(()(()))))))
1.02759 (()(()()())(()(((())(()((()())(()(())))))(()(()((()((())((())((())))))()(()((())((())((()()(()))))))))))))
1.02759 (()(()()())(()(((())(()((()())()(()()))))(()(()(()()))))))
1.02759 (()(()()())(()(((())(()((())((()(()(()(()))))))))))())
1.02759 (()(()()())(()(((())())()()())))
1.02759 (()(()()())(()((()((()(())))))))
1.02759 (()(()()())(()((()((()())(()(())))))))
1.02759 (()(()()())(()((()(()()()())(()(()()()))))))
1.02759 (()(()()())(()((()(()()()())))))
1.02759 (()(()()())(()((()(()()())(()()())(()((())(()(()((()())(()()))))))))))
1.02759 (()(()()())(()((()(()()))()()(()(())(()(())))))())
1.02759 (()(()()())(()((()()()())(()())(()()))))
1.02759 (()(()()())(()((()()())(()(()()()()()))))(()(((()(()()))()(()(()(()())))))))
1.02759 (()(()()())(()((()()())(()(()()())))))
1.02759 (()(()()())(()((()()())(()())(()()))))
1.02759 (()(()()())(()((()())(((())(()(()()()))))))())
1.02759 (()(()()())(()((()())((())((())(()))))))
1.02759 (()(()()())(()((()())(()((()()())(()((())(((()())())()(()())))))))))
1.02759 (()(()()())(()((()())(()((()()())()(()()()))))))
1.02759 (()(()()())(()((()())(()((())(()(()())))((()()())())))))
1.02759 (()(()()())(()((()())(()(()())(()(()()))))))
1.02759 (()(()()())(()((()())(()(())(()(()()())()(()()()))))))
1.02759 (()(()()())(()((()())()((())((()((()(())))))))))
1.02759 (()(()()())(()((()())()((())((())(()(()(()()))(()(()))))))))
1.02759 (()(()()())(()((())(((())(()))))))
1.02759 (()(()()())(()((())((()(()))()(()((()(()(()())))))))))
1.02759 (()(()()())(()((())((()()())))))
1.02759 (()(()()())(()((())((())((()())(()))))))
1.02759 (()(()()())(()((())((())(()((()())(((()()())(()(()(()))))))))))())
1.02759 (()(()()())(()((())((())(()(())(()((())(()(()))((()(()(()(()())))))))))))())
1.02759 (()(()()())(()((())(()((()((()()()(())))))))))
1.02759 (()(()()())(()((())(()((()(()(()()()))))))))
1.02759 (()(()()())(()((())(()((()(()())(()(()))))))))
1.02759 (()(()()())(()((())(()((()()())((())((())(()(()())))))))))
1.02759 (()(()()())(()((())(()((()())(()((()())(()((()())(()(())))))))))))
1.02759 (()(()()())(()((())(()((()())(()(()())))))))
1.02759 (()(()()())(()((())(()((())(((()())())((()))))))))
1.02759 (()(()()())(()((())(()((())(()()()))))))
1.02759 (()(()()())(()((())(()(()((()(()(()((()())(()(()))))))))))))
1.02759 (()(()()())(()((())(()(()(()(())))((()(()(()()()))))))))
1.02759 (()(()()())(()((())(()(()(()())()))((()(()(()))))))())
1.02759 (()(()()())(()((())(()(()(())(()(()()())))))))
1.02759 (()(()()())(()((())(()(()()((()(()(()(()()))))))))))
1.02759 (()(()()())(()((())(()(()()(()(())))((()(())))))))
1.02759 (()(()()())(()((())(()(()())(()(()()))))))
1.02759 (()(()()())(()((())(()(())(()(()()))))))
1.02759 (()(()()())(()((())(()(()))))())
1.02759 (()(()()())(()((())(()()(()()())))))
1.02759 (()(()()())(()((())(()())))())
1.02759 (()(()()())(()((())(()()))))
1.02759 (()(()()())(()((())(())(()(()(()()()))))))
1.02759 (()(()()())(()((())(())))())
1.02759 (()(()()())(()(()((()((()((()((()())(()(()))))()(()(()())))))))))())
1.02759 (()(()()())(()(()((()(()(()))))))())
1.02759 (()(()()())(()(()((())(()(()(()((()()())(()()))))))))())
1.02759 (()(()()())(()(()((())(()()(()(()(())))))))())
1.02759 (()(()()())(()(()(()((()(((())(())(()())(()(((())(()(()(())((()())(()((())(()((())(()(()())))))))))))))()((())(()(())(()((()(()(())(()(()))))))))))))))())
1.02759 (()(()()())(()(()(()(()()())))))
1.02759 (()(()()())(()(()(()(()())))))
1.02759 (()(()()())(()(()(()(())(()(()()))))))
1.02759 (()(()()())(()(()(()()(()((()()())(()(())))))(())))())
1.02759 (()(()()())(()(()(()()())))())
1.02759 (()(()()())(()(()(()()))(()((())()(()()()())()(())()(())))))
1.02759 (()(()()())(()(()(()()))()(()((())(()()(()((()())(()()()(()(()()))((()(()(()())))))))))))())
1.02759 (()(()()())(()(()(()())))())
1.02759 (()(()()())(()(()()((()(()(()()()()))))))())
1.02759 (()(()()())(()(()()()()))(()((()(())(()())(()))))(()()()))
1.02759 (()(()()())(()(()()()()))(()()))
1.02759 (()(()()())(()(()()()))(()((()((())(()(()(()))))))))
1.02759 (()(()()())(()(()()()))(()(()))(()))
1.02759 (()(()()())(()(()()()))(()))
1.02759 (()(()()())(()(()()()))()(()(())))
1.02759 (()(()()())(()(()()))((()(()(()()()())))))
1.02759 (()(()()())(()(()()))(()((())(()(()(()))))))
1.02759 (()(()()())(()(()()))(()(()())(())))
1.02759 (()(()()())(()(()()))(()(()())))
1.02759 (()(()()())(()(()()))(()()((())(()((()(()(())(()))))))))
1.02759 (()(()()())(()(()()))(()()(()((())((())((())))))()(()())(()((())((())((()(())(()))))))))
1.02759 (()(()()())(()(()()))(()()()))
1.02759 (()(()()())(()(())((()())())))
1.02759 (()(()()())(()(())(()((()(()(()(())))))))())
1.02759 (()(()()())(()(())(()((())(()(()()()((()(()((()(()(()))))))))))))())
1.02759 (()(()()())(()(())(()(()()((()(())))))))
1.02759 (()(()()())(()(())(()(()())(())))())
1.02759 (()(()()())(()(())(()()()))())
1.02759 (()(()()())(()(()))(()((()())(()(())))))
1.02759 (()(()()())(()(()))(()((())(()(()(()(()())))))))
1.02759 (()(()()())(()(()))(()(()((())((())((()(()))))))))
1.02759 (()(()()())(()(()))()(()((())(()(((())(()((()(()(()()())(()())))))))))))
1.02759 (()(()()())(()()(((()())(()(())))(()(())((()())(()((()()()(()(()))))))))))
1.02759 (()(()()())(()()((()(()((()())(()(()()()))))))))
1.02759 (()(()()())(()()((()(()((())(()(()))))))))
1.02759 (()(()()())(()()((()(()()()(()))))))
1.02759 (()(()()())(()()((()(())))))
1.02759 (()(()()())(()()((())(()(())))))
1.02759 (()(()()())(()()((())(()()(()(()(()(()))))))))
1.02759 (()(()()())(()()((())(()()(()(()(())))))))
1.02759 (()(()()())(()()((())(()))))
1.02759 (()(()()())(()()(()(()(()()))))())
1.02759 (()(()()())(()()())(()((()())((()())(()(()))()(()(()))))))
1.02759 (()(()()())(()()())(()((())(()(()((()())(()())))))))
1.02759 (()(()()())(()())((())))
1.02759 (()(()()())(()())(()((()((()())(()(()())))))))
1.02759 (()(()()())(())(()(()))(()((()))))
1.02759 (()(()()())(())(()(())))
1.02759 (()(()()())(())(()()()((()()())())))
1.02759 (()(()()())(())()((())()(()())))
1.02759 (()(()()())()((()(()(()))))(()(()(()))())((())()(())()()(()))(()(()()))(()()()))
1.02759 (()(()()())()((()(()()()()))))
1.02759 (()(()()())()((()(()))()(()(()))))
1.02759 (()(()()())()((())(((())(()(())(()((()())()(()())))()((())(()(()())(()(()))))))()((())(()(())((()())(()(()()()))))))))
1.02759 (()(()()())()((())((())(()((()(()(()))))))))
1.02759 (()(()()())()(()((()((())(()((()(()(()())(()(()()))))))))()(())(()(()())))))
1.02759 (()(()()())()(()((()()())(()((()(()(()(())))))))))
1.02759 (()(()()())()(()((())(()((()())(()(()())))))))
1.02759 (()(()()())()(()((())(()(()((())(()(()(()()())))))))))
1.02759 (()(()()())()(()((())(()(()((())(()(())))(()))))))
1.02759 (()(()()())()(()((())(()(()())))))
1.02759 (()(()()())()(()(()(()()))))
1.02759 (()(()()())()(()(()))()(()((((()))(()(()()(()((()(()()())))))))))())
1.02759 (()(()()())()(()()((()(())))))
1.02759 (()(()()())()(())()(()((()(()(()()())())))))
1.02759 (()(()())((((()(()))))()()(()((())(())(()(()))))))
1.02759 (()(()())((((())(()()(()((()(()(())(())()(()((()(((())(()((())(()(()))))))))))))))))()((())((()(((())(()))))))))
1.02759 (()(()())((((())()(()))())(()(()))))
1.02759 (()(()())(((()(()(())(()())))()(()(()(()))))))
1.02759 (()(()())(((()(()()))()(()(()()))()(()(())))))
1.02759 (()(()())(((()())((())((()))))()(()())((()())((())((()(()((())()(())))))))))
1.02759 (()(()())(((()())())(()(()()))))
1.02759 (()(()())(((())(((())((())))(())))()((())((()()())(()(((())(()))))))))
1.02759 (()(()())(((())((())(()(())(()(()(()(())))))))()()(()((())))))
1.02759 (()(()())(((())((())(()(()))))()(()((()())(()(()(()((()())()))))))))
1.02759 (()(()())(((())((())(())))()((())((())(())))))
1.02759 (()(()())(((())((())()(()()())))(()(()()))))
1.02759 (()(()())((()(((())((()(()))))()((())((()(()(()())))))))))
1.02759 (()(()())((()((()(()(()()())))()(()(()()))))))
1.02759 (()(()())((()((()(()(())))()((()(()))()(()(()()())))))))
1.02759 (()(()())((()((()(()()()))()(()((()())((())((())(()((())(()(()))))))))))))
1.02759 (()(()())((()((()(()))()(()(())(()(())))()(()(()((())(()(()()))))()(()()()))))))
1.02759 (()(()())((()((())(()(()()))))()(()((())(()(())))))(()((())(()(()()())))))
1.02759 (()(()())((()((())(()(())((())((()(()(()(()())))))))))()()((())((()(()(())(()(()()()))))))))
1.02759 (()(()())((()((())()(()((()(()(())))))))))
1.02759 (()(()())((()(()(((()(()((())()(()(()((()()())(()(()))))))))))))))
1.02759 (()(()())((()(()((()(()(()())(()(())))))))))
1.02759 (()(()())((()(()((()())((())(())))))))
1.02759 (()(()())((()(()((()())((())()(()((())(()(()()))))))))))
1.02759 (()(()())((()(()((())(((())(()((()(()(()((()((()())(()(()())))))))))))))))))
1.02759 (()(()())((()(()((())((())(()(()(())))))))))
1.02759 (()(()())((()(()((())((())(())))))))
1.02759 (()(()())((()(()((())(()((())()(()()()()))))(())))))
1.02759 (()(()())((()(()((())(()(()())))(()(()()))))))
1.02759 (()(()())((()(()((())(()))))))
1.02759 (()(()())((()(()(()((()(()((()())())))))))))
1.02759 (()(()())((()(()(()((()())(()((())((())((())(())))))))))))
1.02759 (()(()())((()(()(()((())((())((()(()(()())))))))))))
1.02759 (()(()())((()(()(()((())((())((()(()()))))))))))
1.02759 (()(()())((()(()(()((())(()(()()))))()(())))))
1.02759 (()(()())((()(()(()(()()))(()(()))))))
1.02759 (()(()())((()(()(()(()()))(())))))
1.02759 (()(()())((()(()(()(()())))))((())((())(()))))
1.02759 (()(()())((()(()(()()())(()((()()())(()(()()()))))))))
1.02759 (()(()())((()(()(()()())(()(()()))))))
1.02759 (()(()())((()(()(()()())()((()(()(()))))(()(()(()))())((())()(())()()(()))(()(()()))(()()())))))
1.02759 (()(()())((()(()(()())((()(())))))))
1.02759 (()(()())((()(()(()())(()((()(())(()(())))))))))
1.02759 (()(()())((()(()(()())(()(()((()()()())(()(())(()((()(()))))))))))))
1.02759 (()(()())((()(()(()())(()(()()()))))))
1.02759 (()(()())((()(()(()())()(()(()))()(((()(()()))()((()(()(()())))()(()(()(()()))(()(()()))(()()())))))))))
1.02759 (()(()())((()(()(())((()())())))))
1.02759 (()(()())((()(()(())(()(((()(()))()(()(()(()()))))))))))
1.02759 (()(()())((()(()(())(()((()())((())((()(()()))))))))))
1.02759 (()(()())((()(()(())(()((())))))))
1.02759 (()(()())((()(()(())(()(()()))(()((())(()(()(()(()))))))))))
1.02759 (()(()())((()(()(())(()(()))))))
1.02759 (()(()())((()(()(())(())(()(()()))))))
1.02759 (()(()())((()(()(())))((()(()(()()))))))
1.02759 (()(()())((()(()()()))()(()(((()()()()()()()())()((())(()(()()))))()((())((()(()))))))()()(())(())))
1.02759 (()(()())((()(()()()))()(()(()()))))
1.02759 (()(()())((()(()()()))))
1.02759 (()(()())((()(()()))()(()(()()()))))
1.02759 (()(()())((()()())((())(()())(()()))(()(()()))))
1.02759 (()(()())((()()())(()((()(()(()())))))))
1.02759 (()(()())((()()())(()(()()))))
1.02759 (()(()())((()()())))
1.02759 (()(()())((()())(((())(()()))((()(()))()(()(()))))))
1.02759 (()(()())((()())((())(()((()(()(()))))))))
1.02759 (()(()())((()())(()((())(()((())(()(())(()((()(()((()()())(()(()))))))))))))))
1.02759 (()(()())((()())(()((())(())))()(()())(()(()))))
1.02759 (()(()())((()())(()(()((()(()(()())((())((()()))))))))))
1.02759 (()(()())((()())(()(()()()()))))
1.02759 (()(()())((()())(()(()()()))))
1.02759 (()(()())((()())(()(()()))(()())(()((())(()(()))))))
1.02759 (()(()())((()())(()(()()))(()())(()(()()()))))
1.02759 (()(()())((()())(()(()))((())(()))))
1.02759 (()(()())((()())(()(()))(()())(()((())(()(()))))))
1.02759 (()(()())((()())(()(()))(()())(()(()()()))))
1.02759 (()(()())((()())(()(()))(()())(()(()()))))
1.02759 (()(()())((()())(()(()))(()())(()(()))))
1.02759 (()(()())((()())(()(()))()((())()((())(()(()))))))
1.02759 (()(()())((()())(())))
1.02759 (()(()())((()())()((())(()()(()(()()))))))
1.02759 (()(()())((()())()(()()())))
1.02759 (()(()())((()())()(()())((())(()(()()())))))
1.02759 (()(()())((()())()(())()()(())(())))
1.02759 (()(()())((()())()))
1.02759 (()(()())((())((((())((()(()))))()((())((()(()()())))))()(())(()))))
1.02759 (()(()())((())(((()(()))()(()()(()())((())((()(())))))))))
1.02759 (()(()())((())(((())((())((()))))(()()(()(()(()()())))))))
1.02759 (()(()())((())((()(()((())()((())(()((()((())((()())(((()(()(()()()()))))()()((()(())(()((())(()(()(()()))((())((())(())(()(()(()())))))))))))))))))))))))
1.02759 (()(()())((())((()(()(()()))))))
1.02759 (()(()())((())((()(()()())))))
1.02759 (()(()())((())((()()())(()))))
1.02759 (()(()())((())((()())(()((()(()(()(())))))))))
1.02759 (()(()())((())((()())(()((()(()))()(()((()())(()))()(()()(((())((())((()())(()))))(()(()(((()())(()(())))(()(())(()((())(()(()))))))))))))))))
1.02759 (()(()())((())((()())(()(()((())(()(()))))))))
1.02759 (()(()())((())((()())(()(()(()))))))
1.02759 (()(()())((())((()()))))
1.02759 (()(()())((())((())((()()(()))))))
1.02759 (()(()())((())((())(()((()(()(()))))))))
1.02759 (()(()())((())((())(()((())(()(())))))))
1.02759 (()(()())((())((())(()((()))))))
1.02759 (()(()())((())((())(()(()((())((())((()(()()()()))))))))))
1.02759 (()(()())((())((())(()(()((())()(()())))))))
1.02759 (()(()())((())((())(()(()(()((())(()(()()())))))))))
1.02759 (()(()())((())((())(()(()(()(())))))))
1.02759 (()(()())((())(()((())(()((()(()))))))))
1.02759 (()(()())((())(()())))
1.02759 (()(()())((())()(()(()()()))(()(()()())))())
1.02759 (()(()())((())()(()()())))
1.02759 (()(()())((())()(()())))
1.02759 (()(()())((())))
1.02759 (()(()())(()((((())(()(())))(()(()()(((())(()(()(()(()))(()(()())))))))))))())
1.02759 (()(()())(()(((()(()(()())))()(()(()(()(()))(()((())(()()())))))))))
1.02759 (()(()())(()(((()(()()())))(()(()())))))
1.02759 (()(()())(()(((()(()()))()(()(()(())))))))
1.02759 (()(()())(()(((()(()))()(()(()())(()((())(()(()((()(()(())(())))))))))))))
1.02759 (()(()())(()(((()(()))()(()(())(()()))))))
1.02759 (()(()())(()(((()()())((())((()((()(())))))))(()())((())((())((())(()((()(()(()(()))))))))))))
1.02759 (()(()())(()(((()()())(()(()((())(((()(()))))))()))(()(()(()))))))
1.02759 (()(()())(()(((()()())()(()(()((()())()((()())((())((()(()(()(()))))))))))))))
1.02759 (()(()())(()(((()())((()())(()(()(()(()()))))))()(()()())(()(()(())(()(((()(()))()(()(((())(()(()()())))()(())))))))))))
1.02759 (()(()())(()(((()())((()())(()(())))(()())(()()()()))()(()((())(()(()())))))))
1.02759 (()(()())(()(((()())((())((()(()((()())(()(()()))))))))(())(()()(()(()((()(()(()))))))))))
1.02759 (()(()())(()(((()())((())((())(()(())))))(()(()())))))
1.02759 (()(()())(()(((()())(()(()((()())(()(()()))))))(()(()())))))
1.02759 (()(()())(()(((()())(()(()()())))(()(()((()())(()(()))))))))
1.02759 (()(()())(()(((()())(()(()())((())(()))))()(((()())(()(()())))(())))))
1.02759 (()(()())(()(((()())(()(()())))(()((())(()((()())()(()()))))))))
1.02759 (()(()())(()(((()())(()(())))(()((()(()(()()()))))))))
1.02759 (()(()())(()(((()())(()(())))(()(()(((()())(()((())(()(()())))))(()(()))))))))
1.02759 (()(()())(()(((()())(()(())))(()(()())))))
1.02759 (()(()())(()(((()())(()(())))()((())(())))))
1.02759 (()(()())(()(((())((()())((()(())))))(()(()(()()))))))
